name,category,cat_code,addr,road_addr,x,y,do,si,gu,시군구,시도,시군구(특별)
퐁드포레,음식점,FD6,인천 남동구 구월동 70-14,인천 남동구 용천로 87,37.4574902542858,126.714442317808,인천,남동구,구월동,남동구,인천광역시,인천광역시 남동구
굿 비거닝,카페,CE7,인천 남동구 구월동 1132,인천 남동구 인주대로591번길 64,37.45305577015736,126.70322174567578,인천,남동구,구월동,남동구,인천광역시,인천광역시 남동구
카페모양,카페,CE7,인천 남동구 만수동 852-24,인천 남동구 서판로6번길 1,37.4611949462951,126.723425481541,인천,남동구,만수동,남동구,인천광역시,인천광역시 남동구
소망커피,카페,CE7,인천 남동구 간석동 219-14,인천 남동구 용천로168번길 50,37.4634205290803,126.716618279737,인천,남동구,간석동,남동구,인천광역시,인천광역시 남동구
고서커피 만수점,카페,CE7,인천 남동구 만수동 109-389,인천 남동구 만수서로33번길 32,37.4628649811794,126.72828654533838,인천,남동구,만수동,남동구,인천광역시,인천광역시 남동구
하이호비,카페,CE7,인천 남동구 구월동 1347-5,인천 남동구 문화로 111-1,37.4491273627121,126.699299906975,인천,남동구,구월동,남동구,인천광역시,인천광역시 남동구
플러스82,카페,CE7,인천 남동구 구월동 1090-9,인천 남동구 구월남로85번길 12-13,37.4545827485804,126.699209124917,인천,남동구,구월동,남동구,인천광역시,인천광역시 남동구
인천개공원,카페,CE7,인천 남동구 장수동 452-1,인천 남동구 무네미로 201-15,37.4559210352245,126.747018089876,인천,남동구,장수동,남동구,인천광역시,인천광역시 남동구
카페 무진장,카페,CE7,인천 남동구 만수동 885-14,인천 남동구 구월로 357,37.4553024399341,126.730487318743,인천,남동구,만수동,남동구,인천광역시,인천광역시 남동구
꼰디오스,카페,CE7,인천 남동구 만수동 884-7,인천 남동구 구월로 369,37.45538384311997,126.73181277564755,인천,남동구,만수동,남동구,인천광역시,인천광역시 남동구
모니모니,카페,CE7,인천 부평구 갈산동 392-11,인천 부평구 길주로585번길 7-11,37.5076227257687,126.726847494032,인천,부평구,갈산동,부평구,인천광역시,인천광역시 부평구
피트로커피 fitrocoffee,카페,CE7,인천 부평구 갈산동 395-5,인천 부평구 길주로595번길 7-5,37.50753442837583,126.72841086678436,인천,부평구,갈산동,부평구,인천광역시,인천광역시 부평구
릴리슈쿠키,카페,CE7,인천 부평구 부평동 886,인천 부평구 신트리로22번길 11,37.5053421297135,126.723680030182,인천,부평구,부평동,부평구,인천광역시,인천광역시 부평구
클라밍고,카페,CE7,인천 부평구 십정동 167-8,인천 부평구 경원대로1130번길 28-1,37.4804283366477,126.700698565373,인천,부평구,십정동,부평구,인천광역시,인천광역시 부평구
리벌티,카페,CE7,인천 부평구 부평동 201-86,인천 부평구 부평문화로66번길 13-4,37.4933675295448,126.723952571932,인천,부평구,부평동,부평구,인천광역시,인천광역시 부평구
꽃차당,카페,CE7,인천 부평구 갈산동 392-10,인천 부평구 길주로585번길 7-15,37.5076313537583,126.72668233543,인천,부평구,갈산동,부평구,인천광역시,인천광역시 부평구
올드타운,카페,CE7,인천 부평구 갈산동 382-10,인천 부평구 길주로565번길 7-5,37.5076950197273,126.724998031047,인천,부평구,갈산동,부평구,인천광역시,인천광역시 부평구
도정,카페,CE7,인천 부평구 부평동 539-2,인천 부평구 장제로 45,37.4897287560639,126.727221357653,인천,부평구,부평동,부평구,인천광역시,인천광역시 부평구
위틸리,카페,CE7,인천 부평구 갈산동 382-8,인천 부평구 길주로565번길 7-9,37.50771140094,126.724681288398,인천,부평구,갈산동,부평구,인천광역시,인천광역시 부평구
티카페620,카페,CE7,인천 부평구 부평동 207-21,인천 부평구 부평문화로71번길 28,37.49538831898538,126.72426854957035,인천,부평구,부평동,부평구,인천광역시,인천광역시 부평구
아드폰테스,카페,CE7,인천 부평구 부평동 207-76,인천 부평구 부평대로38번길 11,37.49487582088624,126.7235715897699,인천,부평구,부평동,부평구,인천광역시,인천광역시 부평구
얼리썸머,카페,CE7,인천 부평구 갈산동 395,인천 부평구 길주로585번길 8-2,37.5075955968459,126.727585009733,인천,부평구,갈산동,부평구,인천광역시,인천광역시 부평구
토금,카페,CE7,인천 부평구 갈산동 378-6,인천 부평구 주부토로151번길 5,37.508402241455,126.725357362869,인천,부평구,갈산동,부평구,인천광역시,인천광역시 부평구
코지커피,카페,CE7,인천 부평구 갈산동 382-1,인천 부평구 길주로547번길 8-4,37.5077519515701,126.723526378543,인천,부평구,갈산동,부평구,인천광역시,인천광역시 부평구
크리미데이지,카페,CE7,인천 부평구 부평동 201-22,인천 부평구 부평문화로66번길 15,37.4933690091065,126.723814609766,인천,부평구,부평동,부평구,인천광역시,인천광역시 부평구
카페래음,카페,CE7,인천 부평구 부평동 534-88,인천 부평구 경원대로 1350,37.490892200273095,126.7188710209717,인천,부평구,부평동,부평구,인천광역시,인천광역시 부평구
카페르고,카페,CE7,인천 부평구 부평동 207-5,인천 부평구 대정로36번길 19,37.4953517827481,126.72405608923,인천,부평구,부평동,부평구,인천광역시,인천광역시 부평구
헴아,카페,CE7,인천 부평구 갈산동 393,인천 부평구 주부토로146번길 10,37.5079712961142,126.726407390839,인천,부평구,갈산동,부평구,인천광역시,인천광역시 부평구
업타운,카페,CE7,인천 부평구 부평동 207-27,인천 부평구 부평대로40번길 26,37.4951219617946,126.724414273692,인천,부평구,부평동,부평구,인천광역시,인천광역시 부평구
댄커피,카페,CE7,인천 부평구 갈산동 395-2,인천 부평구 길주로585번길 8-8,37.5075359679083,126.727905301273,인천,부평구,갈산동,부평구,인천광역시,인천광역시 부평구
리프레쉬룸,카페,CE7,인천 부평구 갈산동 382-2,인천 부평구 길주로547번길 8-8,37.5077487127974,126.723682469821,인천,부평구,갈산동,부평구,인천광역시,인천광역시 부평구
안녕동백,카페,CE7,인천 부평구 갈산동 394-12,인천 부평구 길주로585번길 8-5,37.5077132476066,126.727810784046,인천,부평구,갈산동,부평구,인천광역시,인천광역시 부평구
카페송 부평점,카페,CE7,인천 부평구 부평동 756-245,인천 부평구 경인로 870,37.484604653123,126.717221204659,인천,부평구,부평동,부평구,인천광역시,인천광역시 부평구
너티크림,카페,CE7,인천 부평구 십정동 186-326,인천 부평구 경원대로 1222,37.4859146793048,126.70758287229,인천,부평구,십정동,부평구,인천광역시,인천광역시 부평구
드릴커피,카페,CE7,인천 부평구 부평동 182,인천 부평구 광장로30번길 43,37.4907069127858,126.727076456507,인천,부평구,부평동,부평구,인천광역시,인천광역시 부평구
기피,카페,CE7,인천 부평구 갈산동 378-8,인천 부평구 주부토로 149,37.5084020421959,126.725659345823,인천,부평구,갈산동,부평구,인천광역시,인천광역시 부평구
오라델떼,카페,CE7,경기 부천시 상동 529-2,경기 부천시 길주로 1,37.50751992486609,126.74369421030252,경기,부천시,상동,부천시,경기도,부천시
카페노배드바이브스,카페,CE7,인천 부평구 삼산동 465-1,인천 부평구 길주로 623,37.50738965325452,126.73208715560564,인천,부평구,삼산동,부평구,인천광역시,인천광역시 부평구
아오커피,카페,CE7,경기 부천시 상동 562-6,경기 부천시 조마루로97번길 33-3,37.5017083786648,126.754691909282,경기,부천시,상동,부천시,경기도,부천시
세움소카페,카페,CE7,경기 부천시 상동 530-1,경기 부천시 길주로77번길 19-45,37.50795365400745,126.74931386345877,경기,부천시,상동,부천시,경기도,부천시
유피오,카페,CE7,경기 부천시 상동 546-2,경기 부천시 소향로 17,37.5042299125549,126.749787745366,경기,부천시,상동,부천시,경기도,부천시
301coffee,카페,CE7,경기 부천시 상동 545-20,경기 부천시 소향로13번길 20,37.50459772029645,126.74945627674327,경기,부천시,상동,부천시,경기도,부천시
사계봄,카페,CE7,인천 부평구 부평동 912-4,인천 부평구 장제로231번길 8-17,37.5066824748526,126.730155683562,인천,부평구,부평동,부평구,인천광역시,인천광역시 부평구
배추다방,카페,CE7,경기 부천시 상동 567-16,경기 부천시 조마루로105번길 8-41,37.5013784290248,126.75634525454736,경기,부천시,상동,부천시,경기도,부천시
부온디,카페,CE7,경기 부천시 상동 531-7,경기 부천시 길주로 71,37.50617523259219,126.75066568438623,경기,부천시,상동,부천시,경기도,부천시
스윗유,카페,CE7,인천 부평구 부개동 12-177,인천 부평구 충선로161번길 8,37.5037039265137,126.735809838892,인천,부평구,부개동,부평구,인천광역시,인천광역시 부평구
길주로카페,카페,CE7,경기 부천시 상동 535-9,경기 부천시 길주로 115,37.5060800909093,126.755582393393,경기,부천시,상동,부천시,경기도,부천시
어글리포포,카페,CE7,경기 부천시 상동 444-21,경기 부천시 부일로237번길 24,37.48942317138901,126.75686691528708,경기,부천시,상동,부천시,경기도,부천시
원오디너리데이,카페,CE7,경기 부천시 상동 562-13,경기 부천시 조마루로97번길 26-7,37.5015057292144,126.755163033414,경기,부천시,상동,부천시,경기도,부천시
오브 커피메이커,카페,CE7,경기 부천시 상동 561-6,경기 부천시 조마루로97번길 25-3,37.5013397320661,126.754626391428,경기,부천시,상동,부천시,경기도,부천시
포퍼피플,카페,CE7,경기 부천시 상동 543-1,경기 부천시 소향로 55-15,37.5039398189515,126.753659965142,경기,부천시,상동,부천시,경기도,부천시
스위트피,카페,CE7,경기 부천시 상동 564-12,경기 부천시 조마루로97번길 34-5,37.5018840075575,126.755093942896,경기,부천시,상동,부천시,경기도,부천시
커피와일드,카페,CE7,경기 시흥시 산현동 251-2,경기 시흥시 물왕수변로 64,37.378554387594,126.833380922956,경기,시흥시,산현동,시흥시,경기도,시흥시
빌리엔젤 안산중앙점,카페,CE7,경기 안산시 단원구 고잔동 541,경기 안산시 단원구 중앙대로 907,37.31741648220737,126.8376089118936,경기,안산시,단원구,안산시,경기도,안산시
플립,카페,CE7,경기 시흥시 물왕동 372-2,경기 시흥시 동서로 706-2,37.3845360736062,126.82512483103,경기,시흥시,물왕동,시흥시,경기도,시흥시
늘얼웨이즈,카페,CE7,경기 안산시 단원구 고잔동 717,경기 안산시 단원구 광덕대로 145,37.30949865544435,126.82897842277092,경기,안산시,단원구,안산시,경기도,안산시
바바카멜,카페,CE7,경기 안산시 상록구 본오동 971-8,경기 안산시 상록구 충장로 8,37.2825212996362,126.855798212111,경기,안산시,상록구,안산시,경기도,안산시
멍쓰런,카페,CE7,경기 안산시 상록구 양상동 243-9,경기 안산시 상록구 가루개로 165-5,37.3446429986139,126.850650636482,경기,안산시,상록구,안산시,경기도,안산시
별보임,카페,CE7,경기 화성시 남양읍 신외리 19-2,경기 화성시 남양읍 남양로 1720,37.2822604482003,126.805698165755,경기,화성시,남양읍,화성시,경기도,화성시
포터블,카페,CE7,경기 안산시 단원구 고잔동 710-2,경기 안산시 단원구 광덕서로 66,37.3105524253716,126.827433990067,경기,안산시,단원구,안산시,경기도,안산시
메종드로이,카페,CE7,경기 시흥시 산현동 492-1,경기 시흥시 목감전원로 32,37.3769667214813,126.843220676468,경기,시흥시,산현동,시흥시,경기도,시흥시
뉴탭,카페,CE7,경기 안산시 단원구 고잔동 705-10,경기 안산시 단원구 광덕3로 135-14,37.3138917702659,126.828131420307,경기,안산시,단원구,안산시,경기도,안산시
개더링,카페,CE7,경기 안산시 단원구 고잔동 708,경기 안산시 단원구 광덕대로 161,37.310996367925,126.829112653358,경기,안산시,단원구,안산시,경기도,안산시
수풀,카페,CE7,경기 안산시 단원구 고잔동 729-3,경기 안산시 단원구 광덕4로 234,37.3144038359194,126.838566388301,경기,안산시,단원구,안산시,경기도,안산시
나드커피,카페,CE7,경기 안산시 상록구 사동 1386,경기 안산시 상록구 항가울로 52,37.2864178012358,126.84680195165,경기,안산시,상록구,안산시,경기도,안산시
동백에서,카페,CE7,경기 안산시 단원구 고잔동 772,경기 안산시 단원구 광덕대로 146,37.3094308178202,126.830677396172,경기,안산시,단원구,안산시,경기도,안산시
램블러커피,카페,CE7,경기 안산시 상록구 본오동 857-1,경기 안산시 상록구 석호로 338-1,37.293182478484,126.86825124729047,경기,안산시,상록구,안산시,경기도,안산시
숲속쉼표,카페,CE7,경기 안산시 상록구 사동 1553,경기 안산시 상록구 삼리로 24,37.30392011615511,126.83909186759756,경기,안산시,상록구,안산시,경기도,안산시
썬라잇,카페,CE7,경기 안산시 상록구 사동 1572-4,경기 안산시 상록구 성안1길 38,37.301946743488,126.84034468238,경기,안산시,상록구,안산시,경기도,안산시
하우디,카페,CE7,경기 안산시 단원구 고잔동 534-3,경기 안산시 단원구 예술대학로 17,37.3186908404879,126.83651635528,경기,안산시,단원구,안산시,경기도,안산시
요구요구,카페,CE7,경기 화성시 새솔동 63-18,경기 화성시 꽃내음2길 3-10,37.2844716350291,126.814139792315,경기,화성시,새솔동,화성시,경기도,화성시
혜븐,카페,CE7,경기 안산시 상록구 성포동 588-2,경기 안산시 상록구 화랑로 514,37.320159053396,126.844867457995,경기,안산시,상록구,안산시,경기도,안산시
요거프레소 안산식물원점,카페,CE7,경기 안산시 상록구 일동 568-10,경기 안산시 상록구 성호로 122-1,37.31490140544855,126.86070573658884,경기,안산시,상록구,안산시,경기도,안산시
봄달향,카페,CE7,경기 안산시 상록구 이동 534-8,경기 안산시 상록구 석삼말로 137,37.3120432882731,126.860673783498,경기,안산시,상록구,안산시,경기도,안산시
카페도나코,카페,CE7,경기 시흥시 능곡동 203-2,경기 시흥시 장현능곡로 144,37.3696243917763,126.805665003375,경기,시흥시,능곡동,시흥시,경기도,시흥시
카페레드지,카페,CE7,경기 안산시 상록구 사동 1525,경기 안산시 상록구 천문2길 60-11,37.30565842596464,126.84602522966507,경기,안산시,상록구,안산시,경기도,안산시
티스테드,카페,CE7,경기 안산시 단원구 고잔동 718-1,경기 안산시 단원구 광덕1로 163,37.308442755938685,126.82781331406684,경기,안산시,단원구,안산시,경기도,안산시
랑고도르,카페,CE7,경기 안산시 상록구 이동 593-6,경기 안산시 상록구 이동로 4,37.30835674568629,126.85805343039615,경기,안산시,상록구,안산시,경기도,안산시
팔팔다방,카페,CE7,경기 안산시 상록구 본오동 871,경기 안산시 상록구 석호로 315,37.29374217950227,126.86598339206212,경기,안산시,상록구,안산시,경기도,안산시
히포파통,카페,CE7,경기 시흥시 목감동 407-1,경기 시흥시 남왕길 38,37.3827725442684,126.861699262075,경기,시흥시,목감동,시흥시,경기도,시흥시
씨엘로커피 안산사동점,카페,CE7,경기 안산시 상록구 사동 1410,경기 안산시 상록구 초당로 24,37.2847469816377,126.850090230011,경기,안산시,상록구,안산시,경기도,안산시
땡글이네,카페,CE7,경기 안산시 단원구 고잔동 769-3,경기 안산시 단원구 광덕동로 65,37.3102765983531,126.832372082191,경기,안산시,단원구,안산시,경기도,안산시
오와와,카페,CE7,경기 안산시 단원구 와동 685-8,경기 안산시 단원구 삼일로 453,37.3309118686598,126.82723849113,경기,안산시,단원구,안산시,경기도,안산시
까루테,카페,CE7,경기 수원시 권선구 호매실동 840-1,경기 수원시 권선구 칠보로88번길 116-7,37.26409728813058,126.94350803350162,경기,수원시,권선구,수원시,경기도,수원시
모더스브레드,카페,CE7,경기 안산시 상록구 팔곡일동 49-3,경기 안산시 상록구 남산평길 154,37.3151245224766,126.891343937537,경기,안산시,상록구,안산시,경기도,안산시
퍼피포레스트,카페,CE7,경기 군포시 도마교동 233-16,경기 군포시 송부로12번길 46,37.3137599147707,126.920211723489,경기,군포시,도마교동,군포시,경기도,군포시
커피가든,카페,CE7,경기 안산시 상록구 건건동 765-3,경기 안산시 상록구 온수골길 29-9,37.3104768025665,126.911693895827,경기,안산시,상록구,안산시,경기도,안산시
가배정원,카페,CE7,경기 의왕시 초평동 248-1,경기 의왕시 초평로 49,37.315834406168335,126.94249237752774,경기,의왕시,초평동,의왕시,경기도,의왕시
카페 몽블,카페,CE7,경기 의왕시 초평동 520-1,경기 의왕시 아랫새우대길 66,37.30640521884327,126.94095195629352,경기,의왕시,초평동,의왕시,경기도,의왕시
슬아트,카페,CE7,경기 수원시 권선구 호매실동 821-2,경기 수원시 권선구 칠보로14번길 123,37.2630986276526,126.942870702636,경기,수원시,권선구,수원시,경기도,수원시
굼굼당,카페,CE7,경기 수원시 권선구 호매실동 1344-4,경기 수원시 권선구 금곡로140번길 95-9,37.2695075045623,126.944272905704,경기,수원시,권선구,수원시,경기도,수원시
192센티미터,카페,CE7,경기 수원시 권선구 호매실동 1342-3,경기 수원시 권선구 금곡로140번길 95-36,37.26897900935708,126.94325184195944,경기,수원시,권선구,수원시,경기도,수원시
카페일구오삼,카페,CE7,경기 수원시 장안구 율전동 356-3,경기 수원시 장안구 율전로107번길 73,37.2992831259831,126.965181089602,경기,수원시,장안구,수원시,경기도,수원시
카페쓰리몽키즈,카페,CE7,경기 수원시 권선구 입북동 188-10,경기 수원시 권선구 율전로63번길 5-10,37.29624852502352,126.9654937718533,경기,수원시,권선구,수원시,경기도,수원시
아더엘,카페,CE7,경기 수원시 장안구 송죽동 370-6,경기 수원시 장안구 정조로1053번길 41,37.2986926089989,127.003552807233,경기,수원시,장안구,수원시,경기도,수원시
카페미밈,카페,CE7,경기 수원시 권선구 탑동 159-1,경기 수원시 권선구 금호로 140,37.27298185704,126.965358947039,경기,수원시,권선구,수원시,경기도,수원시
랄라펫,카페,CE7,경기 수원시 장안구 파장동 584-1,경기 수원시 장안구 경수대로 1071,37.3086580191207,126.995070534469,경기,수원시,장안구,수원시,경기도,수원시
널어스,카페,CE7,경기 수원시 팔달구 매산로3가 20-16,경기 수원시 팔달구 효원로 23-5,37.271513355208135,127.00933657702136,경기,수원시,팔달구,수원시,경기도,수원시
루이랑,카페,CE7,경기 수원시 권선구 호매실동 396-7,경기 수원시 권선구 매실로 35-3,37.2678288704293,126.954862821623,경기,수원시,권선구,수원시,경기도,수원시
캐빈하우스커피 파장점,카페,CE7,경기 수원시 장안구 파장동 327,경기 수원시 장안구 파장천로 90,37.3124064234417,126.998998264825,경기,수원시,장안구,수원시,경기도,수원시
카페운,카페,CE7,경기 수원시 팔달구 매산로1가 114-10,경기 수원시 팔달구 덕영대로895번길 13,37.26906649533566,127.00015784065778,경기,수원시,팔달구,수원시,경기도,수원시
"분홍, 피다",카페,CE7,경기 수원시 권선구 금곡동 1118,경기 수원시 권선구 금곡로 202,37.2736704577448,126.952904246168,경기,수원시,권선구,수원시,경기도,수원시
레이지앤코,카페,CE7,경기 수원시 팔달구 화서동 113-24,경기 수원시 팔달구 동말로48번길 19,37.277896694158464,126.99969555746226,경기,수원시,팔달구,수원시,경기도,수원시
브리지선데이,카페,CE7,경기 수원시 팔달구 화서동 184-113,경기 수원시 팔달구 덕영대로803번길 67,37.2772407288306,126.998579280486,경기,수원시,팔달구,수원시,경기도,수원시
설렘,카페,CE7,경기 수원시 권선구 금곡동 1124,경기 수원시 권선구 금곡로212번길 25,37.2729881120701,126.954549681522,경기,수원시,권선구,수원시,경기도,수원시
바닐라블라썸,카페,CE7,경기 수원시 장안구 송죽동 365-5,경기 수원시 장안구 정조로1053번길 35,37.2988908309117,127.003753578889,경기,수원시,장안구,수원시,경기도,수원시
86커피,카페,CE7,경기 수원시 권선구 호매실동 87-2,경기 수원시 권선구 매실로 73,37.2690052378399,126.958724702397,경기,수원시,권선구,수원시,경기도,수원시
알트플러스,카페,CE7,경기 수원시 장안구 율전동 334-8,경기 수원시 장안구 율전로37번길 48,37.2996467457404,126.963850012372,경기,수원시,장안구,수원시,경기도,수원시
고이오이,카페,CE7,경기 수원시 권선구 탑동 32-16,경기 수원시 권선구 상탑로53번길 37-5,37.2728304750209,126.976300173101,경기,수원시,권선구,수원시,경기도,수원시
열두달달,카페,CE7,경기 수원시 권선구 금곡동 1118-3,경기 수원시 권선구 금곡로196번길 15,37.27304865442659,126.95269040991408,경기,수원시,권선구,수원시,경기도,수원시
웰스커피,카페,CE7,경기 군포시 둔대동 427,경기 군포시 둔대로15번길 19,37.3266186771508,126.888095960565,경기,군포시,둔대동,군포시,경기도,군포시
카페녹던,카페,CE7,경기 군포시 산본동 1135-1,경기 군포시 산본로323번길 16-7,37.3592223427698,126.931753936526,경기,군포시,산본동,군포시,경기도,군포시
언독,카페,CE7,경기 군포시 대야미동 188-4,경기 군포시 대야2로 90,37.334604135172,126.914658208209,경기,군포시,대야미동,군포시,경기도,군포시
누리달,카페,CE7,경기 군포시 대야미동 645-7,경기 군포시 대야2로157번길 2,37.3290353352743,126.916589435531,경기,군포시,대야미동,군포시,경기도,군포시
코지맨션,카페,CE7,경기 군포시 금정동 719,경기 군포시 번영로557번길 26-6,37.36127955391546,126.93692202847176,경기,군포시,금정동,군포시,경기도,군포시
로스터리봄다방,카페,CE7,경기 군포시 산본동 1151-5,경기 군포시 수리산로 42,37.35587528538021,126.9206197870162,경기,군포시,산본동,군포시,경기도,군포시
언더독,카페,CE7,경기 군포시 부곡동 1216-6,경기 군포시 삼성로20번길 12-14,37.3374910823484,126.93451800572,경기,군포시,부곡동,군포시,경기도,군포시
달구움,카페,CE7,경기 군포시 속달동 269,경기 군포시 속달로 286-13,37.3434332938699,126.897577865621,경기,군포시,속달동,군포시,경기도,군포시
오도,카페,CE7,경기 군포시 산본동 1136-2,경기 군포시 산본로323번길 16-25,37.3597482890129,126.931315490487,경기,군포시,산본동,군포시,경기도,군포시
너트커피,카페,CE7,경기 군포시 산본동 1094,경기 군포시 산본로386번길 5-11,37.36531489774992,126.92988916760596,경기,군포시,산본동,군포시,경기도,군포시
감성커피 군포당동점,카페,CE7,경기 군포시 당동 745-8,경기 군포시 군포로539번길 4,37.3542984783547,126.946219383082,경기,군포시,당동,군포시,경기도,군포시
틴드커피룸,카페,CE7,경기 안양시 만안구 안양동 570-15,경기 안양시 만안구 문예로18번길 35,37.3833218390763,126.931345935482,경기,안양시,만안구,안양시,경기도,안양시
간코커피,카페,CE7,경기 군포시 산본동 1036-2,경기 군포시 금산로 55,37.3671083212915,126.938683875282,경기,군포시,산본동,군포시,경기도,군포시
카페모테이,카페,CE7,경기 의왕시 내손동 3-4,경기 의왕시 능안길 13-16,37.37709136039357,127.0000903238571,경기,의왕시,내손동,의왕시,경기도,의왕시
레이크포레스트,카페,CE7,경기 의왕시 학의동 산 76-11,경기 의왕시 학현로 255,37.3833101896502,127.003129980091,경기,의왕시,학의동,의왕시,경기도,의왕시
피오니에,카페,CE7,경기 의왕시 오전동 743-19,경기 의왕시 오매기백운산길 54-14,37.3563983672936,126.997891517064,경기,의왕시,오전동,의왕시,경기도,의왕시
테이퍼커피,카페,CE7,경기 의왕시 오전동 17-7,경기 의왕시 모락로 106,37.3675268691604,126.966979532812,경기,의왕시,오전동,의왕시,경기도,의왕시
별무리,카페,CE7,경기 의왕시 고천동 124,경기 의왕시 고고리길 6-2,37.3395508742684,126.9705352305622,경기,의왕시,고천동,의왕시,경기도,의왕시
커스텀커피 의왕백운호수점,카페,CE7,경기 의왕시 학의동 1094-1,경기 의왕시 백운호수로4길 19,37.3732292317256,127.008897572754,경기,의왕시,학의동,의왕시,경기도,의왕시
하스트커피,카페,CE7,경기 안양시 동안구 호계동 1100-1,경기 안양시 동안구 갈산로44번길 34,37.3770573313898,126.962023352184,경기,안양시,동안구,안양시,경기도,안양시
메종페퍼,카페,CE7,경기 안양시 동안구 호계동 1070-9,경기 안양시 동안구 신기대로33번길 8,37.3804746637171,126.958582393902,경기,안양시,동안구,안양시,경기도,안양시
언더스탠딩,카페,CE7,경기 의왕시 오전동 314-26,경기 의왕시 등칙골1길 6,37.352344152348174,126.97244108212446,경기,의왕시,오전동,의왕시,경기도,의왕시
이디야커피 의왕백운밸리점,카페,CE7,경기 의왕시 학의동 1122,,37.37054055663822,127.00908691881584,경기,의왕시,학의동,의왕시,경기도,의왕시
아오로,카페,CE7,경기 안양시 동안구 호계동 1066-1,경기 안양시 동안구 귀인로172번길 58,37.38218423930221,126.9595434677479,경기,안양시,동안구,안양시,경기도,안양시
초록과하늘사이,카페,CE7,경기 시흥시 방산동 226,경기 시흥시 청룡저수지길 216,37.4243862269457,126.762083316528,경기,시흥시,방산동,시흥시,경기도,시흥시
제니래빗카페,카페,CE7,경기 시흥시 장곡동 23,경기 시흥시 섬말길 44,37.3868033125811,126.785846264266,경기,시흥시,장곡동,시흥시,경기도,시흥시
카페 포치,카페,CE7,경기 시흥시 도창동 43-2,경기 시흥시 수인로 2883,37.4132634570386,126.81864425907357,경기,시흥시,도창동,시흥시,경기도,시흥시
카페릴리,카페,CE7,경기 시흥시 은행동 605,경기 시흥시 은계호수로 49,37.4458625787825,126.80203254223838,경기,시흥시,은행동,시흥시,경기도,시흥시
바나나래빗,카페,CE7,경기 시흥시 은행동 556-1,경기 시흥시 대은로 10,37.4398394078072,126.793148621622,경기,시흥시,은행동,시흥시,경기도,시흥시
플랜제이,카페,CE7,경기 시흥시 은행동 642-4,경기 시흥시 은계로142번길 11,37.4349122798701,126.805665814291,경기,시흥시,은행동,시흥시,경기도,시흥시
빈스쿠키,카페,CE7,경기 시흥시 대야동 551-4,경기 시흥시 비둘기공원2길 22,37.4407955157796,126.792196787585,경기,시흥시,대야동,시흥시,경기도,시흥시
몽비쥬더하기,카페,CE7,경기 시흥시 대야동 580-3,경기 시흥시 은행로 164,37.44565494382406,126.79912427392804,경기,시흥시,대야동,시흥시,경기도,시흥시
사또빌리,카페,CE7,경기 시흥시 대야동 555-8,경기 시흥시 비둘기공원2길 9,37.4397012897325,126.792484569889,경기,시흥시,대야동,시흥시,경기도,시흥시
오아트커피,카페,CE7,경기 광명시 소하동 1342-4,경기 광명시 소하로76번길 21,37.4473394439616,126.88243540101722,경기,광명시,소하동,광명시,경기도,광명시
카페일찍,카페,CE7,경기 광명시 일직동 512-3,경기 광명시 양지로 19,37.4188151261154,126.88247774585696,경기,광명시,일직동,광명시,경기도,광명시
카페홀리,카페,CE7,인천 남동구 장수동 52-3,인천 남동구 만의골로195번길 20,37.4597530781112,126.772293096992,인천,남동구,장수동,남동구,인천광역시,인천광역시 남동구
코코애견카페,카페,CE7,경기 시흥시 대야동 3-28,경기 시흥시 하우로 152,37.4688672001049,126.783536920369,경기,시흥시,대야동,시흥시,경기도,시흥시
영화산장 애견카페,카페,CE7,경기 시흥시 대야동 산 103-1,경기 시흥시 하우로 181-20,37.47020672375833,126.78094207764906,경기,시흥시,대야동,시흥시,경기도,시흥시
하비파크,카페,CE7,인천 남동구 장수동 57-7,인천 남동구 만의골로195번길 46,37.460594694921,126.771397607831,인천,남동구,장수동,남동구,인천광역시,인천광역시 남동구
플랜더스파크,카페,CE7,경기 시흥시 대야동 3-13,경기 시흥시 하우로 186,37.4708543889688,126.782807698987,경기,시흥시,대야동,시흥시,경기도,시흥시
멍다방,카페,CE7,경기 부천시 옥길동 765-1,경기 부천시 옥길로 14,37.4607867025574,126.814665039416,경기,부천시,옥길동,부천시,경기도,부천시
카페무홀,카페,CE7,경기 부천시 소사본동 276,경기 부천시 소사로160번길 90,37.4724615357465,126.800551572391,경기,부천시,소사본동,부천시,경기도,부천시
카페 쏭스토랑,카페,CE7,경기 부천시 범박동 218-2,경기 부천시 양지남로 17,37.4710837200222,126.813693424895,경기,부천시,범박동,부천시,경기도,부천시
리벤,카페,CE7,경기 시흥시 대야동 656-8,경기 시흥시 은계로338번길 63,37.45026366459834,126.79651487709268,경기,시흥시,대야동,시흥시,경기도,시흥시
베어라오,카페,CE7,경기 부천시 중동 1158-5,경기 부천시 석천로184번길 26,37.50351185328532,126.76426286437736,경기,부천시,중동,부천시,경기도,부천시
소피아작업실,카페,CE7,경기 부천시 중동 1111,경기 부천시 신흥로 170-1,37.49870647533947,126.77852925005604,경기,부천시,중동,부천시,경기도,부천시
문드롭,카페,CE7,경기 부천시 중동 1112,경기 부천시 신흥로 150-1,37.4974945811526,126.778987433322,경기,부천시,중동,부천시,경기도,부천시
몰티,카페,CE7,경기 부천시 중동 1118-1,경기 부천시 부흥로 339,37.4943551691443,126.7802699756822,경기,부천시,중동,부천시,경기도,부천시
