name,category,cat_code,addr,road_addr,x,y,do,si,gu
초콜릿독채애견펜션,숙박,AD5,강원특별자치도 강릉시 안현동 384,강원특별자치도 강릉시 하남길 223-18,37.80781059172183,128.88786519766208,강원특별자치도,강릉시,안현동
강릉남대천체육공원,기타,,강원특별자치도 강릉시 병산동 643,,37.7705771456166,128.930001108216,강원특별자치도,강릉시,병산동
경포도도펜션,숙박,AD5,강원특별자치도 강릉시 안현동 403-3,강원특별자치도 강릉시 하남길 197-15,37.80810851539432,128.88568822898557,강원특별자치도,강릉시,안현동
포레스테이,숙박,AD5,강원특별자치도 강릉시 초당동 394-1,강원특별자치도 강릉시 난설헌로193번길 17,37.7923260157109,128.911050958081,강원특별자치도,강릉시,초당동
경포가시연습지 방문자센터,기타,,강원특별자치도 강릉시 저동 144-4,,37.79199868134902,128.89652591272056,강원특별자치도,강릉시,저동
죽도산책로,관광명소,AT4,강원특별자치도 양양군 현남면 인구리 1-1,강원특별자치도 양양군 현남면 새나루길 26,37.9715027977327,128.762761830887,강원특별자치도,양양군,현남면
소돌해안일주 산책로,관광명소,AT4,강원특별자치도 강릉시 주문진읍 주문리 791-22,,37.9056033043574,128.830136509351,강원특별자치도,강릉시,주문진읍
죽도해변,관광명소,AT4,강원특별자치도 양양군 현남면 시변리,,37.97293707604217,128.7607068064172,강원특별자치도,양양군,현남면
더앤리조트,숙박,AD5,강원특별자치도 양양군 현남면 전포매리 47-4,강원특별자치도 양양군 현남면 개매길 260,37.94202301671297,128.769546515331,강원특별자치도,양양군,현남면
아들바위공원,기타,,강원특별자치도 강릉시 주문진읍 주문리,,37.9059578450621,128.830277178125,강원특별자치도,강릉시,주문진읍
죽도정,관광명소,AT4,강원특별자치도 양양군 현남면 인구리,,37.9715804171252,128.763833369904,강원특별자치도,양양군,현남면
양양 글램독 애견펜션,숙박,AD5,강원특별자치도 양양군 현남면 원포리 65-1,강원특별자치도 양양군 현남면 화상천로 46,37.927298389378294,128.78781176635027,강원특별자치도,양양군,현남면
향호,관광명소,AT4,강원특별자치도 강릉시 주문진읍 향호리,,37.9112711244762,128.809414899227,강원특별자치도,강릉시,주문진읍
용띠민박,숙박,AD5,강원특별자치도 강릉시 주문진읍 주문리 222-3,강원특별자치도 강릉시 주문진읍 해안로 1855,37.897296107157,128.834400646216,강원특별자치도,강릉시,주문진읍
콩이네민박,숙박,AD5,강원특별자치도 양양군 현남면 남애리 6-46,강원특별자치도 양양군 현남면 안남애길 19,37.9455004781331,128.783130439408,강원특별자치도,양양군,현남면
일출민박,숙박,AD5,강원특별자치도 양양군 현남면 남애리 180-16,강원특별자치도 양양군 현남면 동해대로 252,37.9334203630882,128.789653610393,강원특별자치도,양양군,현남면
송이밸리자연휴양림,관광명소,AT4,강원특별자치도 양양군 양양읍 월리 506-5,강원특별자치도 양양군 양양읍 고노동길 98-50,38.05397014487034,128.62145550954992,강원특별자치도,양양군,양양읍
로얄트리펜션,숙박,AD5,강원특별자치도 양양군 서면 가라피리 134,강원특별자치도 양양군 서면 설악로 1528-29,38.0785849625764,128.520349522781,강원특별자치도,양양군,서면
힐스타풀빌라,숙박,AD5,강원특별자치도 양양군 서면 내현리 30-2,강원특별자치도 양양군 서면 남대천로 917-36,38.0189009967961,128.620511509554,강원특별자치도,양양군,서면
해파랑길 44코스,관광명소,AT4,강원특별자치도 양양군 강현면 전진리 8-2,,38.11896469709869,128.6320118979664,강원특별자치도,양양군,강현면
하늘빛계곡,숙박,AD5,강원특별자치도 양양군 서면 가라피리 16-2,강원특별자치도 양양군 서면 설악로 1760,38.07287414029945,128.53555154672273,강원특별자치도,양양군,서면
스테이비욘드,숙박,AD5,강원특별자치도 양양군 양양읍 거마리 356,강원특별자치도 양양군 양양읍 거마천로 350-57,38.094548105322524,128.58994823464764,강원특별자치도,양양군,양양읍
모노골산림욕장 소나무숲길,관광명소,AT4,강원특별자치도 양양군 양양읍 내곡리 214-4,,38.0828770501952,128.606956279865,강원특별자치도,양양군,양양읍
밤골랜드,숙박,AD5,강원특별자치도 양양군 강현면 방축리 124-1,강원특별자치도 양양군 강현면 안골로 214-15,38.1203842621426,128.604033450092,강원특별자치도,양양군,강현면
구탄봉,기타,,강원특별자치도 양양군 양양읍 월리 산 29-42,,38.0533914941878,128.616377646466,강원특별자치도,양양군,양양읍
쏠비치 양양,숙박,AD5,강원특별자치도 양양군 손양면 오산리 23-4,강원특별자치도 양양군 손양면 선사유적로 678,38.086979634132064,128.66567114107605,강원특별자치도,양양군,손양면
양양비치콘도,숙박,AD5,강원특별자치도 양양군 양양읍 조산리 384-31,강원특별자치도 양양군 양양읍 일출로 159-6,38.10834089138223,128.64102734715198,강원특별자치도,양양군,양양읍
바다캠핑장,숙박,AD5,강원특별자치도 양양군 손양면 송전리 21-19,강원특별자치도 양양군 손양면 동명로 321-14,38.089989996153925,128.65767246438318,강원특별자치도,양양군,손양면
남대천연어생태공원,기타,,강원특별자치도 양양군 양양읍 조산리 86-7,,38.0981412981675,128.639769800887,강원특별자치도,양양군,양양읍
남대천생태관찰로,관광명소,AT4,강원특별자치도 양양군 양양읍 조산리 76-20,,38.0994778100311,128.63953406459,강원특별자치도,양양군,양양읍
월드황토민박,숙박,AD5,강원특별자치도 양양군 현북면 하광정리 190-1,강원특별자치도 양양군 현북면 봉화길 9-1,38.01887593262786,128.72532646231258,강원특별자치도,양양군,현북면
켄싱턴리조트 설악비치,숙박,AD5,강원특별자치도 고성군 토성면 봉포리 40-9,강원특별자치도 고성군 토성면 동해대로 4800,38.24291402621759,128.57251376753973,강원특별자치도,고성군,토성면
금호설악리조트,숙박,AD5,강원특별자치도 속초시 노학동 795-4,강원특별자치도 속초시 사당골길 43,38.18180722894222,128.54954153843772,강원특별자치도,속초시,노학동
롯데리조트 속초,숙박,AD5,강원특별자치도 속초시 대포동 995,강원특별자치도 속초시 대포항길 186,38.180717297287785,128.61320159917025,강원특별자치도,속초시,대포동
외옹치 바다향기로,관광명소,AT4,강원특별자치도 속초시 대포동 585-5,,38.182904728447205,128.6094425876535,강원특별자치도,속초시,대포동
척산온천휴양촌,관광명소,AT4,강원특별자치도 속초시 노학동 972-1,강원특별자치도 속초시 관광로 327,38.190214212422,128.540674185033,강원특별자치도,속초시,노학동
영랑호,관광명소,AT4,강원특별자치도 속초시 장사동,,38.2178047242759,128.580762769633,강원특별자치도,속초시,장사동
피노디아 엑스포타워,관광명소,AT4,강원특별자치도 속초시 조양동 1544-1,,38.19156836895128,128.58344153100978,강원특별자치도,속초시,조양동
속초시립박물관,문화시설,CT1,강원특별자치도 속초시 노학동 736-1,강원특별자치도 속초시 신흥2길 16,38.2005722557991,128.539408472698,강원특별자치도,속초시,노학동
청초호수공원,기타,,강원특별자치도 속초시 교동 1025-1,강원특별자치도 속초시 엑스포로 140,38.1955600929747,128.58249153514,강원특별자치도,속초시,교동
파인리즈리조트,숙박,AD5,강원특별자치도 고성군 토성면 인흥리 506-6,강원특별자치도 고성군 토성면 잼버리동로 267,38.243709915351545,128.5378153443407,강원특별자치도,고성군,토성면
설악산자생식물원,관광명소,AT4,강원특별자치도 속초시 노학동 1000-396,강원특별자치도 속초시 바람꽃마을길 164,38.1969120938305,128.524994235823,강원특별자치도,속초시,노학동
청간정콘도 카라반 캠핑장,숙박,AD5,강원특별자치도 고성군 토성면 용촌리 84-3,강원특별자치도 고성군 토성면 중앙로 642-22,38.2408227439577,128.574028920793,강원특별자치도,고성군,토성면
포유리조트 설악,숙박,AD5,강원특별자치도 고성군 토성면 신평리 465-72,강원특별자치도 고성군 토성면 잼버리동로 97,38.23450773979439,128.51979472735562,강원특별자치도,고성군,토성면
청초호유원지,관광명소,AT4,강원특별자치도 속초시 조양동 1544-2,,38.191641025008,128.585333270188,강원특별자치도,속초시,조양동
범바위,기타,,강원특별자치도 속초시 금호동 610-21,,38.2146852688175,128.575867885029,강원특별자치도,속초시,금호동
슬로우웨이브,숙박,AD5,강원특별자치도 양양군 강현면 정암리 158,강원특별자치도 양양군 강현면 동해대로 3337,38.136169470989614,128.6169705100947,강원특별자치도,양양군,강현면
설악해맞이공원,기타,,강원특별자치도 속초시 대포동 178-9,강원특별자치도 속초시 동해대로 3664,38.1632363715159,128.608646024285,강원특별자치도,속초시,대포동
바다향기펜션,숙박,AD5,강원특별자치도 속초시 대포동 457-1,강원특별자치도 속초시 해오름로 13,38.178669726535496,128.60406451262156,강원특별자치도,속초시,대포동
파도소리펜션,숙박,AD5,강원특별자치도 속초시 조양동 1448-1,강원특별자치도 속초시 청호해안길 41,38.1935522238594,128.601153882701,강원특별자치도,속초시,조양동
복골온천,숙박,AD5,강원특별자치도 양양군 강현면 상복리 449,강원특별자치도 양양군 강현면 복골길201번길 58,38.142236537566745,128.5657075305982,강원특별자치도,양양군,강현면
속초휘테,숙박,AD5,강원특별자치도 속초시 동명동 261-33,강원특별자치도 속초시 장안로1길 17-5,38.21080415298628,128.58992417994165,강원특별자치도,속초시,동명동
투개더하우스,숙박,AD5,강원특별자치도 속초시 설악동 247-19,강원특별자치도 속초시 청봉로7길 11,38.16681765544428,128.52455176039092,강원특별자치도,속초시,설악동
속초오션비치,기타,,강원특별자치도 속초시 조양동 1464-4,강원특별자치도 속초시 해오름로 167,38.189079761492756,128.6030613181457,강원특별자치도,속초시,조양동
속초써밋베이,숙박,AD5,강원특별자치도 속초시 영랑동 148-45,강원특별자치도 속초시 영랑해안8길 11,38.217014844602964,128.59413899833635,강원특별자치도,속초시,영랑동
한화리조트 설악쏘라노 호수공원,관광명소,AT4,강원특별자치도 속초시 장사동 24-6,강원특별자치도 속초시 미시령로2983번길 88,38.2090233771656,128.530206434071,강원특별자치도,속초시,장사동
캠핑엔비치,숙박,AD5,강원특별자치도 고성군 토성면 봉포리 40-30,강원특별자치도 고성군 토성면 중앙로 646,38.2410609216643,128.572389319816,강원특별자치도,고성군,토성면
설악의정원,숙박,AD5,강원특별자치도 고성군 토성면 원암리 259-4,강원특별자치도 고성군 토성면 용원로 595,38.21457658201044,128.5173978968264,강원특별자치도,고성군,토성면
속초조양동유적,기타,,강원특별자치도 속초시 조양동 1529,,38.1881676940669,128.590909930184,강원특별자치도,속초시,조양동
설악한옥민박펜션,기타,,강원특별자치도 속초시 도문동 236-1,강원특별자치도 속초시 상도문길 58,38.1651090401531,128.551149302076,강원특별자치도,속초시,도문동
샤랄라풀빌라,숙박,AD5,강원특별자치도 고성군 토성면 용촌리 363-17,강원특별자치도 고성군 토성면 사진용촌1길 10-15,38.22709736540112,128.57427431120868,강원특별자치도,고성군,토성면
숲휴게소,카페,CE7,강원특별자치도 속초시 도문동 520-2,강원특별자치도 속초시 싸리재길 10,38.166675962204,128.565846876935,강원특별자치도,속초시,도문동
장사항바다숲공원,기타,,강원특별자치도 속초시 장사동 548-13,강원특별자치도 속초시 장사항해안길 56,38.2262007593487,128.588335165893,강원특별자치도,속초시,장사동
하이디밸리,숙박,AD5,강원특별자치도 속초시 설악동 253-5,강원특별자치도 속초시 청봉로5길 29-12,38.1645355241314,128.52617234739,강원특별자치도,속초시,설악동
리틀포레스트,숙박,AD5,강원특별자치도 양양군 강현면 하복리 491,강원특별자치도 양양군 강현면 복골길 128,38.145455384256884,128.57586912678872,강원특별자치도,양양군,강현면
